newspaper_event_id,short_description,newspaper_text,activation_boolean,follow_newspaper_id,follow_newspaper_time_break,probability,typ,spezial_date
189,Verborgene Welt der Londoner High Society,"In den exklusiven Salons der Londoner Oberschicht kursieren Gerüchte über geheime Gesellschaften und das verborgene Leben der Mitglieder. Es heißt, einige der angesehensten Persönlichkeiten der Stadt seien in dunkle Machenschaften verwickelt.",True,,,2.0,Gesellschaft,20.06
190,Einflussreiche Lady geht einem Geheimnis nach,"Lady Margaret Hillingdon, bekannt für ihren Einfluss in der Londoner Gesellschaft, hat begonnen, die geheimen Gesellschaften zu untersuchen, von denen in den Salons gemunkelt wird. Ihre Nachforschungen könnten weitreichende Folgen haben.",True,189.0,3.0,2.0,Gesellschaft,25.06
191,Skandal aufgedeckt: Die geheime Gesellschaft,"Lady Margaret Hillingdon hat eine geheime Gesellschaft aufgedeckt, die in dunklen Ritualen und Machenschaften verstrickt ist. Der Skandal erschüttert das Fundament der Londoner Oberschicht und wird zu einem der größten gesellschaftlichen Skandale des Jahres.",True,190.0,5.0,3.0,Gesellschaft,30.06
192,Unerklärliches Phänomen in den Straßen Londons,"Ein seltsames Phänomen erschüttert London: In mehreren Stadtteilen werden nachts Lichter gesehen, die von einer unbekannten Quelle ausgehen. Einige behaupten, es sei ein übernatürliches Ereignis.",True,,,2.0,Gesellschaft,12.07
193,Zeuge eines ungewöhnlichen Phänomens,"Ein Augenzeuge berichtet von einem Vorfall, bei dem ein mysteriöses Licht über den Dächern von London schwebte. Die Polizei ist ratlos, aber viele glauben, dass es sich um ein bedeutendes Ereignis handelt.",True,192.0,4.0,2.0,Gesellschaft,14.07
194,Erklärung für das Phänomen gefunden?,Nach umfangreichen Untersuchungen scheint es eine Erklärung für das Phänomen zu geben: Ein experimentelles Gerät zur Kommunikation über große Entfernungen könnte die Ursache gewesen sein. Doch einige zweifeln an dieser Erklärung.,True,193.0,3.0,2.0,Wirtschaft,17.07
195,Berühmter Forscher verschwindet während einer Expedition,"Der bekannte Botaniker Dr. Edmund Ralston, der für seine Expeditionen in abgelegene Gebirgsketten bekannt ist, ist bei seiner letzten Reise spurlos verschwunden.",True,,,3.0,Veranstaltung,22.08
196,Letzte Nachricht des verschwundenen Forschers,"Die letzte Nachricht, die von Dr. Edmund Ralston gesendet wurde, spricht von einem geheimen Fund in den Bergen von Wales. Es wird vermutet, dass er eine unbekannte Pflanze entdeckt hat, die medizinische Wunder bewirken könnte.",True,195.0,3.0,3.0,Wirtschaft,25.08
197,Expedition zur Rettung von Dr. Ralston,"Eine Rettungsmission wird in den Bergen von Wales gestartet, um Dr. Edmund Ralston zu finden. Doch die Expedition wird von einer Reihe seltsamer Ereignisse begleitet, die die Forscher erschüttern.",True,196.0,4.0,3.0,Veranstaltung,30.08
198,Diamant des Herzogs aus London verschwunden,"Der legendäre Diamant 'Königsblut', im Besitz des Herzogs von Windsor, wurde gestohlen. Berichten zufolge brach ein maskierter Dieb in das Anwesen ein, ohne Spuren zu hinterlassen. Die Polizei steht vor einem Rätsel.",True,,,3.0,Einbruch,11.10
199,Gestohlener Diamant taucht in Paris auf,"In einem exklusiven Pariser Auktionshaus tauchte der Diamant des Herzogs von Windsor auf. Experten sind sich sicher, dass es sich um den gestohlenen 'Königsblut'-Diamanten handelt. Doch wie gelangte er nach Paris?",True,198.0,3.0,3.0,Einbruch,14.10
200,Die Jagd nach dem verschwundenen Diamanten,"Die Polizei beginnt eine internationale Jagd, um den gestohlenen Diamanten zurückzuholen. Verdächtige sind ein kriminelles Netzwerk in London und Paris, das für seine geheimen Versteigerungen berüchtigt ist.",True,199.0,4.0,3.0,Wirtschaft,17.10
201,Berühmter Schriftsteller in London entführt,"Der gefeierte Schriftsteller Edmund Welles, bekannt für seine sozialkritischen Romane, wurde in der Nacht aus seiner Londoner Wohnung entführt. Erste Hinweise deuten auf eine Verschwörung innerhalb der literarischen Elite hin.",True,,,3.0,Einbruch,22.11
202,Welles' Entführer fordern öffentliches Bekenntnis,"Die Entführer von Edmund Welles haben Kontakt aufgenommen und fordern, dass der Schriftsteller ein öffentliches Bekenntnis zu seiner Unterstützung einer geheimen politischen Bewegung ablegt, um sein Leben zu retten.",True,201.0,3.0,3.0,Gesellschaft,24.11
203,Welles' Entführer enttarnt: Ein Netzwerk von Politikern,"Die Entführer von Edmund Welles werden als Teil eines politischen Netzwerks enttarnt, das darauf abzielt, die öffentliche Meinung zu manipulieren. Der Fall erschüttert das Vertrauen in die politische Landschaft Londons.",True,202.0,5.0,3.0,Politik,27.11
204,Geheimes Experiment in Oxford,"Berichten zufolge führt eine Gruppe von Wissenschaftlern an der Universität von Oxford ein geheimes Experiment durch, das den menschlichen Körper in der Lage versetzen soll, extreme Belastungen zu überstehen. Gerüchten zufolge könnten die Ergebnisse bahnbrechend sein.",True,,,2.0,Wirtschaft,05.12
205,Forschungsprojekt von Oxford sorgt für Kontroversen,"Das geheime Experiment an der Universität Oxford hat in der wissenschaftlichen Gemeinschaft für Aufsehen gesorgt. Einige Experten behaupten, dass die Ergebnisse die Grenzen der menschlichen Ethik überschreiten.",True,204.0,3.0,3.0,Wirtschaft,08.12
206,Experten auf der ganzen Welt fordern ein Ende des Projekts,"Weltweit rufen führende Wissenschaftler dazu auf, das geheime Experiment in Oxford sofort zu stoppen. Einige glauben, dass die Forscher gefährliche Grenzen überschreiten, die die Menschheit nicht überschreiten sollte.",True,205.0,4.0,3.0,Gesellschaft,10.12
207,Katastrophe auf dem Thames Dampfschiff,"Ein Dampfschiff auf der Themse ist bei dichtem Nebel gegen ein anderes Schiff gestoßen, was zu einer verheerenden Explosion führte. Zahlreiche Passagiere werden vermisst, und die Rettungsbemühungen laufen auf Hochtouren.",True,,,3.0,Veranstaltung,02.01
208,Unfallursache des Dampfschiffs aufgedeckt,"Die Ursache des tragischen Dampfschiffunglücks auf der Themse wird nun als technisches Versagen identifiziert. Gerüchten zufolge hatte das Dampfschiff in den letzten Wochen wiederholt technische Mängel, die jedoch nie behoben wurden.",True,207.0,3.0,3.0,Wirtschaft,05.01
209,Erneute Untersuchung fordert Strafanzeige gegen Betreiber,"Nach der Entdeckung, dass das Dampfschiff vor dem Unfall wiederholt unsicheren Zustand hatte, fordert die Öffentlichkeit nun, dass der Betreiber strafrechtlich verfolgt wird. Auch andere Schiffe im Betrieb müssen überprüft werden.",True,208.0,4.0,3.0,Politik,07.01
210,Wertvolle Statue aus dem Britischen Museum verschwunden,"Eine wertvolle antike Statue, die ursprünglich aus dem antiken Griechenland stammt, ist aus dem Britischen Museum verschwunden. Experten rätseln über das Verschwinden und vermuten ein internationales Kunstdiebstahlnetzwerk.",True,,,3.0,Einbruch,15.02
211,Ein internationaler Kunstraub?,"Berichten zufolge könnte der Diebstahl der Statue im Britischen Museum Teil eines internationalen Kunstraubnetzwerks sein. Erste Hinweise deuten darauf hin, dass mehrere prominente Kunstsammler in den Fall verwickelt sein könnten.",True,210.0,4.0,3.0,Einbruch,18.02
212,Die Statue taucht in New York auf,"Die gestohlene Statue aus dem Britischen Museum wurde in New York zum Verkauf angeboten. Die Polizei hat nun eine internationale Zusammenarbeit initiiert, um die Statue zurückzuholen und die Täter zu fassen.",True,211.0,5.0,3.0,Einbruch,20.02
213,Mysteröse Brände in Whitechapel,"In den letzten Wochen wurden mehrere Brände im Stadtteil Whitechapel gemeldet, die niemand erklären kann. Die Polizei vermutet Brandstiftung, doch die Ermittlungen haben bisher keine klaren Hinweise geliefert.",True,,,3.0,Einbruch,10.03
214,Brandstiftung in Whitechapel aufgedeckt,"Die Polizei hat Brandstifter in Whitechapel aufgedeckt, die scheinbar zufällige Gebäude in Brand setzen. Einige glauben, dass es sich um eine Gruppe handelt, die versucht, Angst in der Bevölkerung zu verbreiten.",True,213.0,3.0,3.0,Einbruch,12.03
215,Die wahren Hintergründe der Brände aufgedeckt,"Die Ermittlungen haben ergeben, dass die Brände in Whitechapel von einer geheimen Gesellschaft geplant wurden, die versuchte, die öffentliche Meinung zu beeinflussen. Der Skandal löst einen Sturm der Entrüstung aus.",True,214.0,5.0,3.0,Politik,15.03
216,Explosion erschüttert die Londoner U-Bahn,"Eine gewaltige Explosion hat das Londoner U-Bahn-System erschüttert, wobei zahlreiche Menschen verletzt wurden. Noch ist unklar, ob es sich um einen terroristischen Anschlag oder einen technischen Defekt handelt.",True,,,3.0,Veranstaltung,22.04
217,Explosion in der U-Bahn war kein Unfall,"Nach den ersten Ermittlungen stellt sich heraus, dass die Explosion in der Londoner U-Bahn kein Unfall war. Es wird vermutet, dass ein technisches Gerät zur Sabotage eingesetzt wurde.",True,216.0,3.0,3.0,Politik,25.04
218,Terroristische Zelle hinter U-Bahn-Explosion?,"Die Polizei hat Hinweise auf eine terroristische Zelle gefunden, die möglicherweise hinter der U-Bahn-Explosion steckt. Der Fall wird nun von den Behörden auf höchster Ebene untersucht.",True,217.0,5.0,3.0,Politik,28.04
219,Geheime Teeverkostung im Buckingham Palace,"Im Buckingham Palace fand kürzlich eine geheime Teeverkostung statt, bei der verschiedene Teesorten getestet wurden. Berichten zufolge könnte es sich um eine neue Initiative der königlichen Familie handeln, um das Land auf teegeschmackliche Innovationen vorzubereiten.",True,,,2.0,Königsfamilie,04.06
220,Der königliche Teegarten als neues Projekt,"Die königliche Familie plant, einen riesigen Teegarten im Buckingham Palace anzulegen, um ein einzigartiges Teeerlebnis zu schaffen. Experten berichten von einer königlichen Initiative, die den Teeimport aus Asien revolutionieren könnte.",True,219.0,4.0,2.0,Wirtschaft,07.06
221,Königlicher Tee wird zum Trend,Die Teesorten aus dem Buckingham Palace erleben einen regelrechten Boom. Der königliche Tee aus dem Teegarten wird jetzt in den besten Londoner Salons serviert und erfreut sich einer immer größeren Anhängerschaft.,True,220.0,5.0,3.0,Wirtschaft,10.06
222,Tierischer Ausbruch im königlichen Zoo,"Mehrere Tiere aus dem königlichen Zoo in London sind aus ihren Gehegen entkommen. Die Polizei und der Zoo-Arbeiter versuchen verzweifelt, die Tiere einzufangen, bevor sie Schaden anrichten.",True,,,3.0,Veranstaltung,12.07
223,Entlaufene Tiere fügen Chaos in der Stadt an,"Die entlaufenen Tiere aus dem königlichen Zoo sind in die Straßen von London gelaufen und haben Chaos angerichtet. Berichten zufolge gab es mehrere Zwischenfälle, bei denen Passanten in Panik gerieten.",True,222.0,4.0,3.0,Veranstaltung,14.07
224,Entlaufene Tiere wieder eingefangen,"Die entlaufenen Tiere aus dem königlichen Zoo konnten schließlich eingefangen werden. Die Behörden untersuchen nun, wie es zu dem Ausbruch kam, und der Zoo hat angekündigt, Sicherheitsvorkehrungen zu verschärfen.",True,223.0,5.0,3.0,Wirtschaft,16.07
225,Alchemistisches Manuskript aufgetaucht,"Ein geheimnisvolles Manuskript, das angeblich von mittelalterlichen Alchemisten geschrieben wurde, ist auf einem Antiquitätenmarkt aufgetaucht. Historiker sind gespalten – einige glauben, es enthält geheimes Wissen, andere halten es für ein Fälschung.",True,,,3.0,Wissenschaft,01.08
226,Manuskript entpuppt sich als echtes Artefakt,Das Manuskript von den mittelalterlichen Alchemisten wird nach eingehender Analyse als echtes Artefakt bestätigt. Historiker rätseln nun über die Bedeutung des Textes und welche Geheimnisse er bergen könnte.,True,225.0,4.0,3.0,Wissenschaft,03.08
227,Das Geheimnis des Alchemistischen Manuskripts,"Forscher versuchen nun, die Geheimnisse des alchemistischen Manuskripts zu entschlüsseln. Einige glauben, dass es Hinweise auf verloren geglaubtes Wissen enthält, das die Wissenschaft revolutionieren könnte.",True,226.0,5.0,3.0,Wissenschaft,06.08
1,Kühner Bankraub erschüttert London,"In den frühen Morgenstunden drangen unbekannte Täter in die Bank of England ein. Der Tresor wurde mit Sprengstoff geöffnet, wobei ein erheblicher Sachschaden entstand. Augenzeugen berichten von drei maskierten Gestalten, die sich in einer Pferdekutsche über die Fleet Street in Richtung Norden absetzten. Die Polizei hat eine Untersuchung eingeleitet und hofft auf Hinweise aus der Bevölkerung.",True,2.0,2.0,3.0,Einbruch,22.06
2,Das Geheimnis des Alchemistischen Manuskripts,"Forscher versuchen nun, die Geheimnisse des alchemistischen Manuskripts zu entschlüsseln. Einige glauben, dass es Hinweise auf verloren geglaubtes Wissen enthält, das die Wissenschaft revolutionieren könnte.",True,226.0,5.0,3.0,Wissenschaft,06.08
-1,Erste dampfbetriebene Karussell in Bolton eröffnet,"Revolutionäre Attraktion: Das erste dampfbetriebene Karussell begeistert die Besucher in Bolton! Mit Dampf betrieben, wird das Karussell ein neues Wahrzeichen der Stadt. Es wird erwartet, dass es die Attraktion von Bolton für die kommenden Jahre prägen wird. Die Technologie markiert einen bedeutenden Schritt in der Unterhaltungstechnik des 19. Jahrhunderts.",True,,,3.0,Ankündigte Veranstaltung,01.01
-1,"Tod von Fanny Fleming, Schauspielerin (geb. 1796)",Großbritanniens Bühne verliert eine Legende: Schauspielerin Fanny Fleming im Alter von 29 Jahren verstorben. Fanny Fleming war bekannt für ihre beeindruckenden Auftritte in den Theatern Londons und galt als eine der besten Schauspielerinnen ihrer Zeit. Ihre tragische und frühe Abreise hinterlässt eine Lücke im kulturellen Leben der Nation.,True,,,3.0,Tod,17.01
-1,"Tod von Catherine Gore, Schriftstellerin und Dramatikerin (geb. 1798)","Vermächtnis der Literatur: Catherine Gore, gefeierte Schriftstellerin, verstirbt im Alter von 63 Jahren. Catherine Gore war eine der einflussreichsten Schriftstellerinnen des 19. Jahrhunderts und prägte mit ihren Dramen die Theaterlandschaft.",True,,,3.0,Tod,29.01
-1,"Tod von Bulkeley Bandinel, Bibliothekar (geb. 1781)","Abschied von einem Gelehrten: Bulkeley Bandinel, bedeutender Bibliothekar, stirbt im Alter von 80 Jahren. Bandinel war eine zentrale Figur der britischen Bibliothekswelt und ein Vorreiter in der Verwaltung und Katalogisierung von Sammlungen.",True,,,3.0,Tod,06.02
-1,"Tod von John Brown, Geograph (geb. 1797)","Verlust für die Wissenschaft: Geograph John Brown, bekannt für seine Entdeckungen, verstorben. Brown hat das Verständnis der Geographie maßgeblich beeinflusst, indem er viele unbekannte Gebiete dokumentierte.",True,,,3.0,Tod,07.02
8,Sträflinge übernehmen Gefängnis auf St. Mary's Island,"Aufruhr im Chatham Dockyard: Etwa 350 Sträflinge übernehmen das Gefängnis auf St. Mary’s Island. In einer dramatischen Wendung gelang es den Häftlingen, das Gefängnis zu übernehmen und die Kontrolle zu übernehmen.",True,,,3.0,Ereignis,15.02
-1,"Tod von Prinzessin Victoria von Sachsen-Coburg-Saalfeld, Herzogin von Kent","Ein königlicher Verlust: Prinzessin Victoria von Sachsen-Coburg-Saalfeld, Mutter von Königin Victoria, stirbt im Alter von 75 Jahren. Prinzessin Victoria war eine einflussreiche Figur am Hofe und eine tragende Säule der britischen Monarchie.",True,,,3.0,Tod,16.03
-1,Stürme beschädigen den Crystal Palace und die Kathedrale von Chichester,"Unwetter zerstören Wahrzeichen: Crystal Palace beschädigt, Kirchturm von Chichester stürzt ein! Die verheerenden Stürme haben in London und Chichester enormen Schaden angerichtet.",True,,,3.0,Wetterereignis,20.02
11,"Großbrand in Tooley Street, Southwark",Feuer in Southwark: Brand zerstört mehrere Gebäude in der Tooley Street! Das verheerende Feuer brach in den frühen Morgenstunden aus und zerstörte zahlreiche Gebäude.,True,,,3.0,Brand,21.03
-1,William Crookes entdeckt Thallium,Wissenschaftlicher Durchbruch: William Crookes entdeckt das chemische Element Thallium! Diese Entdeckung öffnet neue Türen für die wissenschaftliche Forschung und könnte zukünftige Anwendungen in der Medizin und Technologie beeinflussen.,True,,,3.0,Wissenschaft,30.03
-1,Volkszählung im Vereinigten Königreich,"Vereinigtes Königreich wächst: Volkszählung zeigt mehr als doppelt so viele Einwohner wie 1801, städtische Gebiete dominieren! Die Ergebnisse der Volkszählung zeigen einen dramatischen Anstieg der Bevölkerung.",True,,,3.0,Wirtschaft,07.04
-1,"Tod von John Bartholomäus, Sr., Schottischer Kartograph (geb. 1805)","Die Welt der Kartographie verliert einen Pionier: John Bartholomäus, Schottischer Kartograph, verstorben. Bartholomäus war maßgeblich an der Schaffung von Karten beteiligt, die das britische Empire weltweit prägten.",True,,,3.0,Tod,08.04
-1,Beginn des amerikanischen Bürgerkriegs,"Amerikanischer Bürgerkrieg entfacht – Auswirkungen auf Großbritannien und Lancashire Cotton Famine! Der amerikanische Bürgerkrieg hat nicht nur Auswirkungen auf die USA, sondern auch auf Großbritannien.",True,,,3.0,Wirtschaft,12.04
16,"Tod von Sir Hedworth Williamson, 7. Baronet, Politiker (geb. 1797)","Politisches Ende einer Ära: Sir Hedworth Williamson, 7. Baronet und Politiker, gestorben. Sir Hedworth Williamson war für seine politische Arbeit in verschiedenen Ämtern bekannt und hatte einen großen Einfluss auf die Politik der Zeit.",True,,,3.0,Tod,24.04
-1,Großbritannien erklärt Neutralität im amerikanischen Bürgerkrieg,"Politische Entscheidung: Großbritannien bleibt im amerikanischen Bürgerkrieg neutral! Nach intensiven diplomatischen Beratungen gab die britische Regierung ihre Entscheidung bekannt, nicht in den amerikanischen Bürgerkrieg einzugreifen.",True,,,3.0,Politik,13.05
18,Thomas Cook führt erste Pauschalreise nach Paris durch,"Revolution des Reisens: Thomas Cook startet erste Pauschalreise von London nach Paris! Thomas Cook hat ein neues Kapitel in der Reisebranche aufgeschlagen, indem er die erste organisierte Pauschalreise nach Paris anbietet.",True,,,3.0,Wirtschaft,17.05
-1,"Tod von Henry Gray, Anatom","Abschied von einem medizinischen Pionier: Anatom Henry Gray verstorben. Henry Gray war berühmt für seine Arbeiten über die menschliche Anatomie, die weltweit als Standardwerke gelten.",True,,,3.0,Tod,13.06
20,"Tod von Eaton Hodgkinson, Bauingenieur (geb. 1789)","Ein Verlust für die Ingenieurskunst: Eaton Hodgkinson, berühmter Bauingenieur, verstirbt. Hodgkinson war für seine wegweisenden Arbeiten im Bereich der Brücken- und Eisenkonstruktionen bekannt.",True,,,3.0,Tod,18.06
-1,"Tod von Elizabeth Barrett Browning, Dichterin (geb. 1806)","Die literarische Welt trauert: Elizabeth Barrett Browning, bedeutende Dichterin, gestorben. Elizabeth Barrett Browning war eine der bekanntesten Dichterinnen der viktorianischen Ära.",True,,,3.0,Tod,29.06
-1,Gelbfieberausbruch auf HMS Firebrand,"Tragödie auf See: 52 Tote durch Gelbfieberausbruch auf der HMS Firebrand in den Westindischen Inseln! Der Gelbfieberausbruch, der die Besatzung der HMS Firebrand heimsuchte, hat in den Westindischen Inseln eine verheerende Wirkung hinterlassen.",True,,,3.0,Ereignis,03.07
-1,"Tod von Sir Hedworth Williamson, 7. Baronet, Politiker (geb. 1797)","Politisches Ende einer Ära: Sir Hedworth Williamson, 7. Baronet und Politiker, gestorben. Sir Hedworth Williamson war für seine politische Arbeit in verschiedenen Ämtern bekannt und hatte einen großen Einfluss auf die Politik der Zeit.",True,,,3.0,Tod,24.04
-1,Großbritannien erklärt Neutralität im amerikanischen Bürgerkrieg,"Politische Entscheidung: Großbritannien bleibt im amerikanischen Bürgerkrieg neutral! Nach intensiven diplomatischen Beratungen gab die britische Regierung ihre Entscheidung bekannt, nicht in den amerikanischen Bürgerkrieg einzugreifen.",True,,,3.0,Politik,13.05
-1,Thomas Cook führt erste Pauschalreise nach Paris durch,"Revolution des Reisens: Thomas Cook startet erste Pauschalreise von London nach Paris! Thomas Cook hat ein neues Kapitel in der Reisebranche aufgeschlagen, indem er die erste organisierte Pauschalreise nach Paris anbietet.",True,,,3.0,Wirtschaft,17.05
-1,"Tod von Henry Gray, Anatom","Abschied von einem medizinischen Pionier: Anatom Henry Gray verstorben. Henry Gray war berühmt für seine Arbeiten über die menschliche Anatomie, die weltweit als Standardwerke gelten.",True,,,3.0,Tod,13.06
-1,"Tod von Eaton Hodgkinson, Bauingenieur (geb. 1789)","Ein Verlust für die Ingenieurskunst: Eaton Hodgkinson, berühmter Bauingenieur, verstirbt. Hodgkinson war für seine wegweisenden Arbeiten im Bereich der Brücken- und Eisenkonstruktionen bekannt.",True,,,3.0,Tod,18.06
-1,"Tod von Elizabeth Barrett Browning, Dichterin (geb. 1806)","Die literarische Welt trauert: Elizabeth Barrett Browning, bedeutende Dichterin, gestorben. Elizabeth Barrett Browning war eine der bekanntesten Dichterinnen der viktorianischen Ära.",True,,,3.0,Tod,29.06
-1,Gelbfieberausbruch auf HMS Firebrand,"Tragödie auf See: 52 Tote durch Gelbfieberausbruch auf der HMS Firebrand in den Westindischen Inseln! Der Gelbfieberausbruch, der die Besatzung der HMS Firebrand heimsuchte, hat in den Westindischen Inseln eine verheerende Wirkung hinterlassen.",True,,,3.0,Ereignis,03.07
-1,"Tod von Sir Francis Palgrave, Historiker (geb. 1788)","Historische Verluste: Sir Francis Palgrave, Historiker und Autor, verstorben. Sir Francis Palgrave war bekannt für seine umfassenden Arbeiten zur englischen Geschichte, besonders im Bereich der mittelalterlichen und normannischen Studien.",True,,,3.0,Tod,06.07
-1,"Tod von Richard Temple-Nugent-Brydges-Chandos-Grenville, 2. Duke of Buckingham and Chandos, Politiker (geb. 1797)","Adliger Abschied: Richard Temple-Nugent-Brydges-Chandos-Grenville, 2. Duke of Buckingham, verstorben. Der 2. Duke of Buckingham war für seine politischen und philanthropischen Bemühungen bekannt.",True,,,3.0,Tod,29.07
25,Konkurs- und Insolvenzgesetz kodifiziert Gesellschaftsrecht,"Neues Gesetz: Konkurs- und Insolvenzgesetz reformiert Gesellschaftsrecht im Vereinigten Königreich! Das neue Gesetz bringt umfassende Änderungen für Unternehmen und deren Gläubiger und stellt sicher, dass Insolvenzen fairer und geordneter abgewickelt werden.",True,,,3.0,Politik,31.07
-1,Strafrechtskonsolidierungsgesetze erlangen königliche Zustimmung,Die Konsolidierung der britischen Strafgesetze bringt mehr Klarheit und Einheitlichkeit in die Rechtsprechung des Landes. Diese Reform wird als Schritt hin zu einem gerechteren und transparenteren Rechtssystem angesehen.,True,,,3.0,Politik,06.08
-1,Letzte Hinrichtung wegen versuchten Mordes in Großbritannien,"Mit der Hinrichtung eines Mannes, der des versuchten Mordes beschuldigt wurde, wird ein historisches Kapitel im britischen Strafrecht abgeschlossen. Diese Entscheidung zeigt den Übergang hin zu weniger brutalen Strafen und einem humaneren Strafrechtssystem.",True,,,3.0,Recht,27.08
-1,"Tod von Ernest Edgcumbe, 3. Earl of Mount Edgcumbe, Politiker (geb. 1797)",Ernest Edgcumbe war für seine bedeutende Rolle in der britischen Politik und seine Mitgliedschaft im House of Lords bekannt. Er setzte sich für soziale Reformen ein und wurde als einer der einflussreichsten Aristokraten seiner Zeit geschätzt.,True,,,3.0,Tod,03.09
29,Eröffnung der Postsparbank,"Mit der Eröffnung der ersten Postsparbank wird ein neues Kapitel im britischen Bankwesen aufgeschlagen, das Millionen von Menschen den Zugang zu sicheren Sparmöglichkeiten bietet.",True,,,3.0,Wirtschaft,16.09
-1,"Tod von Archibald Montgomerie, 13. Earl of Eglinton, Edelmann (geb. 1812)","Der 13. Earl of Eglinton war ein respektierter Adliger, der nicht nur in politischen Kreisen eine Rolle spielte, sondern auch in der Schottischen Gesellschaft großen Einfluss hatte.",True,,,3.0,Tod,04.10
31,"Tod von William Ranwell, Meeresmaler (geb. 1797)",William Ranwell galt als ein herausragender Maler der maritimen Kunst und seine Werke fangen das raue Leben auf See mit außergewöhnlicher Präzision und Detailtreue ein.,True,,,3.0,Tod,05.10
-1,"Tod von Sir William Cubitt, Bauingenieur (geb. 1785)","Sir William Cubitt war berühmt für seine Arbeiten im Bereich der Infrastruktur, insbesondere beim Bau von Eisenbahnen und Brücken. Viele seiner Ingenieursprojekte, die über Großbritannien verstreut sind, bleiben bis heute von entscheidender Bedeutung für das nationale Verkehrsnetz.",True,,,3.0,Tod,13.10
-1,"Tod von Edward Dickinson Baker, US-Senator aus Oregon (geb. 1811 in Großbritannien)","Edward Dickinson Baker war der einzige US-Senator, der im amerikanischen Bürgerkrieg kämpfte und dabei sein Leben verlor. Er hatte sich im Senat für die Rechte der Union eingesetzt und war eine prominente Figur der politischen Landschaft.",True,,,3.0,Tod,21.10
-1,Fertigstellung der HMS Warrior,Die HMS Warrior ist ein technisches Meisterwerk der Ingenieurskunst und setzt neue Maßstäbe für die Kriegsschifffahrt. Mit ihrer eisernen Hülle und modernster Waffentechnologie wird sie als das fortschrittlichste Kriegsschiff ihrer Zeit angesehen.,True,,,3.0,Technologie,24.10
-1,Trent Affair: USA greifen britisches Postschiff an,"Die Trent Affair löst eine diplomatische Krise zwischen Großbritannien und den USA aus, nachdem ein britisches Postschiff von einem amerikanischen Kriegsschiff angegriffen wurde. Dies führt zu internationalen Spannungen und ernsthaften Verhandlungen.",True,,,3.0,Politik,08.11
-1,"Tod von Arthur Hugh Clough, Dichter (geb. 1819)",Arthur Hugh Clough war bekannt für seine intellektuellen Gedichte und seine kritische Haltung gegenüber gesellschaftlichen Normen. Als Vertreter des viktorianischen Zweifels und einer neuen literarischen Bewegung war er eine Schlüsselfigur in der englischen Dichtung.,True,,,3.0,Tod,13.11
-1,"Tod von Sir John Forbes, königlicher Arzt (geb. 1787)",Sir John Forbes war ein Pionier der modernen Medizin und trug wesentlich zur medizinischen Ausbildung in Großbritannien bei. Er war bekannt für seine Arbeiten in der öffentlichen Gesundheit und seine Bemühungen um die Verbesserung der medizinischen Versorgung für alle.,True,,,3.0,Tod,13.11
-1,"Tod von John Hodgetts-Foley, Politiker (geb. 1797)",John Hodgetts-Foley war eine einflussreiche politische Figur und spielte eine zentrale Rolle in der Entwicklung der britischen Gesetzgebung. Mit seiner klugen Politikgestaltung und seinem Engagement für die soziale Gerechtigkeit war er ein respektierter Mann.,True,,,3.0,Tod,13.11
-1,Einsturz eines Mietshauses in Edinburgh,Der Einsturz eines historischen Mietshauses hat die schottische Hauptstadt erschüttert und eine Welle der Bestürzung ausgelöst. Die Tragödie wirft ein Schlaglicht auf die Sicherheitsstandards im städtischen Wohnungsbau der Zeit.,True,,,3.0,Ereignis,25.11
-1,Großbritannien reagiert auf Trent Affair,"Politische Spannung: Großbritannien sendet Antwort auf die Trent Affair und zeigt diplomatische Entschlossenheit! Die britische Regierung hat eine entschlossene Antwort auf die amerikanische Aggression gezeigt, indem sie diplomatische Maßnahmen ergriffen hat.",True,,,3.0,Politik,01.12
-1,"Tod von Thomas Southwood Smith, Arzt und Sanitär-Reformer (geb. 1788)",Thomas Southwood Smith war ein führender Verfechter der öffentlichen Gesundheit und hat maßgeblich zur Verbesserung der sanitären Bedingungen in Großbritannien beigetragen. Durch seine Studien und Empfehlungen hat er das Verständnis für den Zusammenhang zwischen Hygiene und Gesundheit revolutioniert.,True,,,3.0,Tod,10.12
-1,"Tod von Albert, Prinz Consort, Ehegatte von Königin Victoria (geb. 1819 in Deutschland)",Der Tod von Prinz Albert hinterlässt eine unermessliche Lücke am britischen Hof. Als Berater und Partner von Königin Victoria war er eine entscheidende Figur in der politischen und sozialen Entwicklung des Vereinigten Königreichs.,True,,,3.0,Tod,14.12
-1,James Clerk Maxwell enthüllt bahnbrechende Dreifarbenfotografie,"In einem spektakulären Experiment, das das Potenzial der Fotografie für immer verändern wird, präsentierte James Clerk Maxwell heute der Welt seine bahnbrechende Dreifarbenfotografie. Der schottische Physiker kombinierte die Grundfarben Rot, Grün und Blau, um ein lebendiges, farbiges Bild zu erzeugen.",True,,,3.0,Technologie,24.02
-1,"Großbritannien richtet strategische Stützpunkte in Lagos ein, um den Sklavenhandel zu zerschlagen","Mit einer dramatischen Wende im Kampf gegen das unmenschliche Geschäft des Sklavenhandels errichtet das britische Empire nun strategische Stützpunkte in Lagos, Nigeria, um dem blutigen Handel endgültig ein Ende zu setzen.",True,,,3.0,Politik,03.03
